date_published,channel_id,episode,video_id,title,thumbnail_variant,views_48h,ctr_48h_pct,avd_48h_pct,avg_percent_viewed_48h,likes_48h,comments_48h,shares_48h,subs_gained_48h,rpm_est_48h,verdict,notes
,,,,,,,,,,,,,,,,
